Year,Season,NOC,id_athlete,Name,Event,Sport,Medal
2004,Summer,BUL,59003,Elenora Valerieva Kezhova,Rhythmic Gymnastics Women's Group,Rhythmic Gymnastics,Bronze
2004,Summer,BUL,75109,Zornitsa Marinova,Rhythmic Gymnastics Women's Group,Rhythmic Gymnastics,Bronze
2004,Summer,BUL,84861,Armen Lyudvikovich Nazaryan,"Wrestling Men's Lightweight, Greco-Roman",Wrestling,Bronze
2004,Summer,BUL,98863,Kristina Rangelova,Rhythmic Gymnastics Women's Group,Rhythmic Gymnastics,Bronze
2004,Summer,BUL,118377,Galina Tancheva,Rhythmic Gymnastics Women's Group,Rhythmic Gymnastics,Bronze
2004,Summer,BUL,118379,Vladislava Tancheva,Rhythmic Gymnastics Women's Group,Rhythmic Gymnastics,Bronze
2004,Summer,BUL,132437,Ivo Dimitrov Yanakiev,Rowing Men's Single Sculls,Rowing,Bronze
2004,Summer,BUL,133279,Yordan Yovchev Yovchev,Gymnastics Men's Floor Exercise,Gymnastics,Bronze
2004,Summer,BUL,133279,Yordan Yovchev Yovchev,Gymnastics Men's Rings,Gymnastics,Silver
2004,Summer,CAN,6744,"Cameron ""Cam"" Baerg",Rowing Men's Coxless Fours,Rowing,Silver
2004,Summer,CAN,15765,Caroline Brunet,"Canoeing Women's Kayak Singles, 500 metres",Canoeing,Bronze
2004,Summer,CAN,22175,Karen Cockburn (-Turgeon),Trampolining Women's Individual,Trampolining,Silver
2004,Summer,CAN,27839,Alexandre Despatie,Diving Men's Springboard,Diving,Silver
2004,Summer,CAN,46282,Blythe Hartley,Diving Women's Synchronized Platform,Diving,Bronze
2004,Summer,CAN,48196,"Thomas Alan ""Tom"" Herschmiller",Rowing Men's Coxless Fours,Rowing,Silver
2004,Summer,CAN,48376,Emilie-Joane Heymans,Diving Women's Synchronized Platform,Diving,Bronze
2004,Summer,CAN,72888,David Ross MacDonald,Sailing Men's Two Person Keelboat,Sailing,Silver
2004,Summer,CAN,82874,Lori-Ann Muenzer,Cycling Women's Sprint,Cycling,Gold
2004,Summer,CAN,96848,Marie-Hlne Prmont,"Cycling Women's Mountainbike, Cross-Country",Cycling,Silver
2004,Summer,CAN,109662,Kyle Keith Shewfelt,Gymnastics Men's Floor Exercise,Gymnastics,Gold
2004,Summer,CAN,124716,Adam Joseph Van Koeverden,"Canoeing Men's Kayak Singles, 500 metres",Canoeing,Gold
2004,Summer,CAN,124716,Adam Joseph Van Koeverden,"Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Bronze
2004,Summer,CAN,125928,Tonya Lynn Verbeek,"Wrestling Women's Lightweight, Freestyle",Wrestling,Silver
2004,Summer,CAN,129886,"Jacob ""Jake"" Wetzel",Rowing Men's Coxless Fours,Rowing,Silver
2004,Summer,CAN,130553,Guillermo Barney Williams,Rowing Men's Coxless Fours,Rowing,Silver
2004,Summer,CAN,131357,Mike Wolfs,Sailing Men's Two Person Keelboat,Sailing,Silver
2004,Summer,CHI,41512,Fernando Francisco Gonzlez Ciuffardi,Tennis Men's Singles,Tennis,Bronze
2004,Summer,CHI,41512,Fernando Francisco Gonzlez Ciuffardi,Tennis Men's Doubles,Tennis,Gold
2004,Summer,CHI,76256,Nicols Alejandro Mass Fried,Tennis Men's Singles,Tennis,Gold
2004,Summer,CHI,76256,Nicols Alejandro Mass Fried,Tennis Men's Doubles,Tennis,Gold
2004,Summer,CHN,20220,Chen Jing,Volleyball Women's Volleyball,Volleyball,Gold
2004,Summer,CHN,20249,Chen Qi,Table Tennis Men's Doubles,Table Tennis,Gold
2004,Summer,CHN,20310,Chen Yanqing,Weightlifting Women's Lightweight,Weightlifting,Gold
2004,Summer,CHN,20335,Chen Zhong,Taekwondo Women's Heavyweight,Taekwondo,Gold
2004,Summer,CHN,29382,Dong Zhaozhi,"Fencing Men's Foil, Team",Fencing,Silver
2004,Summer,CHN,30180,Du Li,"Shooting Women's Air Rifle, 10 metres",Shooting,Gold
2004,Summer,CHN,34612,Feng Kun,Volleyball Women's Volleyball,Volleyball,Gold
2004,Summer,CHN,38399,Gao E,Shooting Women's Double Trap,Shooting,Bronze
2004,Summer,CHN,38401,Gao Feng,Judo Women's Extra-Lightweight,Judo,Bronze
2004,Summer,CHN,38414,Gao Ling,Badminton Mixed Doubles,Badminton,Gold
2004,Summer,CHN,38414,Gao Ling,Badminton Women's Doubles,Badminton,Silver
2004,Summer,CHN,43965,Guo Jingjing,Diving Women's Springboard,Diving,Gold
2004,Summer,CHN,43965,Guo Jingjing,Diving Women's Synchronized Springboard,Diving,Gold
2004,Summer,CHN,43986,Guo Yue,Table Tennis Women's Doubles,Table Tennis,Bronze
2004,Summer,CHN,46943,He Ying,Archery Women's Team,Archery,Silver
2004,Summer,CHN,50564,Hu Jia,Diving Men's Platform,Diving,Gold
2004,Summer,CHN,50641,Huang Shanshan,Trampolining Women's Individual,Trampolining,Bronze
2004,Summer,CHN,50648,Huang Sui,Badminton Women's Doubles,Badminton,Silver
2004,Summer,CHN,54770,Jia Zhanbo,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Shooting,Gold
2004,Summer,CHN,54805,Jiang Yonghua,Cycling Women's 500 metres Time Trial,Cycling,Silver
2004,Summer,CHN,66593,Lao Lishi,Diving Women's Platform,Diving,Silver
2004,Summer,CHN,66593,Lao Lishi,Diving Women's Synchronized Platform,Diving,Gold
2004,Summer,CHN,67476,Le Maosheng,Weightlifting Men's Featherweight,Weightlifting,Silver
2004,Summer,CHN,69389,Li Ji,Swimming Women's 4 x 200 metres Freestyle Relay,Swimming,Silver
2004,Summer,CHN,69407,Li Jie,"Shooting Men's Air Rifle, 10 metres",Shooting,Silver
2004,Summer,CHN,69481,Li Shan,Volleyball Women's Volleyball,Volleyball,Gold
2004,Summer,CHN,69498,Li Ting,Tennis Women's Doubles,Tennis,Gold
2004,Summer,CHN,69499,Li Ting,Diving Women's Synchronized Platform,Diving,Gold
2004,Summer,CHN,69526,Li Xiaopeng,Gymnastics Men's Parallel Bars,Gymnastics,Bronze
2004,Summer,CHN,69596,Li Zhuo,Weightlifting Women's Flyweight,Weightlifting,Silver
2004,Summer,CHN,69992,Lin Sang,Archery Women's Team,Archery,Silver
2004,Summer,CHN,70556,Liu Chunhong,Weightlifting Women's Light-Heavyweight,Weightlifting,Gold
2004,Summer,CHN,70651,Liu Xia,Judo Women's Half-Heavyweight,Judo,Silver
2004,Summer,CHN,70653,Liu Xiang,Athletics Men's 110 metres Hurdles,Athletics,Gold
2004,Summer,CHN,70674,Liu Yanan,Volleyball Women's Volleyball,Volleyball,Gold
2004,Summer,CHN,72391,Luo Wei,Taekwondo Women's Welterweight,Taekwondo,Gold
2004,Summer,CHN,72398,Luo Xuejuan,Swimming Women's 100 metres Breaststroke,Swimming,Gold
2004,Summer,CHN,72731,Ma Lin,Table Tennis Men's Doubles,Table Tennis,Gold
2004,Summer,CHN,78706,Meng Guanliang,"Canoeing Men's Canadian Doubles, 500 metres",Canoeing,Gold
2004,Summer,CHN,86569,Niu Jianfeng,Table Tennis Women's Doubles,Table Tennis,Bronze
2004,Summer,CHN,91038,Pang Jiaying,Swimming Women's 4 x 200 metres Freestyle Relay,Swimming,Silver
2004,Summer,CHN,93005,Peng Bo,Diving Men's Springboard,Diving,Gold
2004,Summer,CHN,97769,Qin Dongya,Judo Women's Middleweight,Judo,Bronze
2004,Summer,CHN,109689,Shi Zhiyong,Weightlifting Men's Featherweight,Weightlifting,Gold
2004,Summer,CHN,113137,Song Nina,Volleyball Women's Volleyball,Volleyball,Gold
2004,Summer,CHN,116459,Sun Fuming,Judo Women's Heavyweight,Judo,Bronze
2004,Summer,CHN,116495,Sun Tiantian,Tennis Women's Doubles,Tennis,Gold
2004,Summer,CHN,118297,Tan Xue,"Fencing Women's Sabre, Individual",Fencing,Silver
2004,Summer,CHN,118411,Tang Gonghong,Weightlifting Women's Super-Heavyweight,Weightlifting,Gold
2004,Summer,CHN,119166,Teng Haibin,Gymnastics Men's Pommelled Horse,Gymnastics,Gold
2004,Summer,CHN,120212,Tian Liang,Diving Men's Platform,Diving,Bronze
2004,Summer,CHN,120212,Tian Liang,Diving Men's Synchronized Platform,Diving,Gold
2004,Summer,CHN,128418,Wang Chengyi,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Shooting,Bronze
2004,Summer,CHN,128452,Wang Haibin,"Fencing Men's Foil, Team",Fencing,Silver
2004,Summer,CHN,128456,Wang Hao,Table Tennis Men's Singles,Table Tennis,Silver
2004,Summer,CHN,128503,Wang Lei,"Fencing Men's epee, Individual",Fencing,Silver
2004,Summer,CHN,128514,Wang Lina,Volleyball Women's Volleyball,Volleyball,Gold
2004,Summer,CHN,128520,Wang Liqin,Table Tennis Men's Singles,Table Tennis,Bronze
2004,Summer,CHN,128539,Wang Nan,Table Tennis Women's Doubles,Table Tennis,Gold
2004,Summer,CHN,128611,Wang Xu,"Wrestling Women's Heavyweight, Freestyle",Wrestling,Gold
2004,Summer,CHN,128626,Wang Yifu,"Shooting Men's Air Pistol, 10 metres",Shooting,Gold
2004,Summer,CHN,128649,Wang Zheng,Shooting Men's Double Trap,Shooting,Bronze
2004,Summer,CHN,129289,Wei Ning,Shooting Women's Skeet,Shooting,Silver
2004,Summer,CHN,131787,Wu Hanxiong,"Fencing Men's Foil, Team",Fencing,Silver
2004,Summer,CHN,131802,Wu Meijin,Weightlifting Men's Bantamweight,Weightlifting,Silver
2004,Summer,CHN,131805,Wu Minxia,Diving Women's Springboard,Diving,Silver
2004,Summer,CHN,131805,Wu Minxia,Diving Women's Synchronized Springboard,Diving,Gold
2004,Summer,CHN,132001,Xian Dongmei,Judo Women's Half-Lightweight,Judo,Gold
2004,Summer,CHN,132039,Xing Huina,"Athletics Women's 10,000 metres",Athletics,Gold
2004,Summer,CHN,132096,Xu Yanwei,Swimming Women's 4 x 200 metres Freestyle Relay,Swimming,Silver
2004,Summer,CHN,132495,Yang Hao,Volleyball Women's Volleyball,Volleyball,Gold
2004,Summer,CHN,132514,Yang Jinghui,Diving Men's Synchronized Platform,Diving,Gold
2004,Summer,CHN,132546,Yang Wei,Badminton Women's Doubles,Badminton,Gold
2004,Summer,CHN,132549,Yang Wenjun,"Canoeing Men's Canadian Doubles, 500 metres",Canoeing,Gold
2004,Summer,CHN,132573,Yang Yu,Swimming Women's 4 x 200 metres Freestyle Relay,Swimming,Silver
2004,Summer,CHN,132736,Ye Chong,"Fencing Men's Foil, Team",Fencing,Silver
2004,Summer,CHN,132988,Yin Jian,Sailing Women's Windsurfer,Sailing,Silver
2004,Summer,CHN,134459,Zhang Guozheng,Weightlifting Men's Lightweight,Weightlifting,Gold
2004,Summer,CHN,134478,Zhang Jiewen,Badminton Women's Doubles,Badminton,Gold
2004,Summer,CHN,134488,Zhang Juanjuan,Archery Women's Team,Archery,Silver
2004,Summer,CHN,134490,Zhang Jun,Badminton Mixed Doubles,Badminton,Gold
2004,Summer,CHN,134521,Zhang Na,Volleyball Women's Volleyball,Volleyball,Gold
2004,Summer,CHN,134524,Zhang Nan,Gymnastics Women's Individual All-Around,Gymnastics,Bronze
2004,Summer,CHN,134525,Zhang Ning,Badminton Women's Singles,Badminton,Gold
2004,Summer,CHN,134531,Zhang Ping,Volleyball Women's Volleyball,Volleyball,Gold
2004,Summer,CHN,134605,Zhang Yining,Table Tennis Women's Singles,Table Tennis,Gold
2004,Summer,CHN,134605,Zhang Yining,Table Tennis Women's Doubles,Table Tennis,Gold
2004,Summer,CHN,134613,Zhang Yuehong,Volleyball Women's Volleyball,Volleyball,Gold
2004,Summer,CHN,134659,Zhao Ruirui,Volleyball Women's Volleyball,Volleyball,Gold
2004,Summer,CHN,134802,Zhou Mi,Badminton Women's Singles,Badminton,Bronze
2004,Summer,CHN,134813,Zhou Suhong,Volleyball Women's Volleyball,Volleyball,Gold
2004,Summer,CHN,134853,Zhu Qinan,"Shooting Men's Air Rifle, 10 metres",Shooting,Gold
2004,Summer,CHN,134864,Zhu Yingwen,Swimming Women's 4 x 200 metres Freestyle Relay,Swimming,Silver
2004,Summer,CHN,135270,Zou Shiming,Boxing Men's Light-Flyweight,Boxing,Bronze
2004,Summer,CMR,77190,Franoise Mbango Etone,Athletics Women's Triple Jump,Athletics,Gold
2004,Summer,COL,17471,Mara Luisa Calle Williams,Cycling Women's Points Race,Cycling,Bronze
2004,Summer,COL,82466,Mabel Mosquera Mena,Weightlifting Women's Featherweight,Weightlifting,Bronze
2004,Summer,CRO,3659,Mario Ani,Tennis Men's Doubles,Tennis,Bronze
2004,Summer,CRO,7253,Ivano Bali,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,29288,Davor Dominikovi,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,29868,Duje Draganja,Swimming Men's 50 metres Freestyle,Swimming,Silver
2004,Summer,CRO,31153,Mirza Domba,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,41228,Slavko Golua,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,56820,Nika Kaleb,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,65747,Blaenko Lackovi,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,70772,Ivan Ljubii,Tennis Men's Doubles,Tennis,Bronze
2004,Summer,CRO,71601,Venio Losert,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,76501,Valter Matoevi,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,79116,Petar Metlii,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,93706,Nikolaj Pealov,Weightlifting Men's Lightweight,Weightlifting,Bronze
2004,Summer,CRO,111630,Nika Skelin,Rowing Men's Coxless Pairs,Rowing,Silver
2004,Summer,CRO,111631,Sinia Skelin,Rowing Men's Coxless Pairs,Rowing,Silver
2004,Summer,CRO,112846,Vlado ola,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,113927,Denis poljari,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,113962,Goran prem,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,127481,Igor Vori,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,127714,Drago Vukovi,Handball Men's Handball,Handball,Gold
2004,Summer,CRO,135294,Vedran Zrni,Handball Men's Handball,Handball,Gold
2004,Summer,CUB,4779,Lorenzo Aragon Armenteros,Boxing Men's Welterweight,Boxing,Silver
2004,Summer,CUB,4977,Yordanis Arencibia Verdecia,Judo Men's Half-Lightweight,Judo,Bronze
2004,Summer,CUB,7177,Ledys Frank Balceiro Pajn,"Canoeing Men's Canadian Doubles, 500 metres",Canoeing,Silver
2004,Summer,CUB,8160,Zoila Barros Fernndez,Volleyball Women's Volleyball,Volleyball,Bronze
2004,Summer,CUB,8270,Yan Barthelem Varela,Boxing Men's Light-Flyweight,Boxing,Gold
2004,Summer,CUB,9803,Daima Mayelis Beltrn Guisado,Judo Women's Heavyweight,Judo,Silver
2004,Summer,CUB,11026,Danny Betancourt Chacn,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,13636,Luis Borroto Jimnez,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,17407,Rosir Calderon Daz,Volleyball Women's Volleyball,Volleyball,Bronze
2004,Summer,CUB,18561,Nancy Carrillo de la Paz,Volleyball Women's Volleyball,Volleyball,Bronze
2004,Summer,CUB,19340,Frederich Cepeda Cruz,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,19902,Yorelvis Charles Martnez,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,23724,Yunaika Crawford Rogert,Athletics Women's Hammer Throw,Athletics,Bronze
2004,Summer,CUB,24281,Yumileidi Cumb Jay,Athletics Women's Shot Put,Athletics,Gold
2004,Summer,CUB,32729,Michel Enrquez Tamayo,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,34784,Ana Ivis Fernndez Valle,Volleyball Women's Volleyball,Volleyball,Bronze
2004,Summer,CUB,37633,Ivn Fundora Zaldivar,"Wrestling Men's Middleweight, Freestyle",Wrestling,Bronze
2004,Summer,CUB,38229,Yuriorkis Gamboa Toledano,Boxing Men's Flyweight,Boxing,Gold
2004,Summer,CUB,38508,Anier Octavio Garca Ortz,Athletics Men's 110 metres Hurdles,Athletics,Bronze
2004,Summer,CUB,41499,Driulys Gonzlez Morales,Judo Women's Half-Middleweight,Judo,Bronze
2004,Summer,CUB,41623,Norberto Gonzlez Miranda,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,42097,Yulieski Gourriel Castillo,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,55483,Yudel Johnson Cedeno,Boxing Men's Light-Welterweight,Boxing,Silver
2004,Summer,CUB,60445,Mario Csar Kindeln Mesa,Boxing Men's Lightweight,Boxing,Gold
2004,Summer,CUB,65670,Yurisel Laborde Duanes,Judo Women's Half-Heavyweight,Judo,Bronze
2004,Summer,CUB,65682,"Yanelis Yuliet ""Yanely"" Labrada Daz",Taekwondo Women's Flyweight,Taekwondo,Silver
2004,Summer,CUB,67439,Pedro Luis Lazo Iglesias,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,71431,Michel Lpez Nez,Boxing Men's Super-Heavyweight,Boxing,Bronze
2004,Summer,CUB,72417,Yurisleidy Lupetey Cobas,Judo Women's Lightweight,Judo,Bronze
2004,Summer,CUB,72944,Roger Machado Morales,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,75754,Jonder Martnez Martnez,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,75811,Mayvelis A. Martnez Aldm,Volleyball Women's Volleyball,Volleyball,Bronze
2004,Summer,CUB,78687,Osleidys Menndez Sez,Athletics Women's Javelin Throw,Athletics,Gold
2004,Summer,CUB,79004,Liana Mesa Luaces,Volleyball Women's Volleyball,Volleyball,Bronze
2004,Summer,CUB,80236,Danny Miranda Agramonte,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,81565,Frank Andy Montieth Herrera,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,81601,Roberto Monzn Gonzlez,"Wrestling Men's Lightweight, Greco-Roman",Wrestling,Silver
2004,Summer,CUB,81979,Yipsi Moreno Gonzlez,Athletics Women's Hammer Throw,Athletics,Silver
2004,Summer,CUB,83317,Anniara Muoz Carrazana,Volleyball Women's Volleyball,Volleyball,Bronze
2004,Summer,CUB,87989,Vicyohandri Odeln Sanam,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,89614,Yaima Ortz Charro,Volleyball Women's Volleyball,Volleyball,Bronze
2004,Summer,CUB,90816,Adiel Palma Lpez,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,91397,Eduardo Paret Prez,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,93754,Ariel Osvaldo Pestano Valdes,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,97944,Yandro Miguel Quintana Rivalta,"Wrestling Men's Lightweight, Freestyle",Wrestling,Gold
2004,Summer,CUB,98630,Alexei Ramrez Rodrguez,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,98639,Daim D. Ramrez Echevarra,Volleyball Women's Volleyball,Volleyball,Bronze
2004,Summer,CUB,100810,Guillermo Rigondeaux Ortz,Boxing Men's Bantamweight,Boxing,Gold
2004,Summer,CUB,101806,Juan Miguel Rodrguez Martnez,Shooting Men's Skeet,Shooting,Bronze
2004,Summer,CUB,102073,Ibrahim Rojas Blanco,"Canoeing Men's Canadian Doubles, 500 metres",Canoeing,Silver
2004,Summer,CUB,103435,Yumilka Ruz Luaces,Volleyball Women's Volleyball,Volleyball,Bronze
2004,Summer,CUB,105157,Eriel Snchez Len,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,105222,Marta Snchez Salfrn ,Volleyball Women's Volleyball,Volleyball,Bronze
2004,Summer,CUB,106300,Amarilys Savn Carmenate,Judo Women's Half-Lightweight,Judo,Bronze
2004,Summer,CUB,108056,Antonio Scull Hernndez,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,112932,Odlanier Sols Fonte,Boxing Men's Heavyweight,Boxing,Gold
2004,Summer,CUB,117693,Carlos Alberto Tabares Padilla,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,119101,Dulce Mara Tllez Palacio,Volleyball Women's Volleyball,Volleyball,Bronze
2004,Summer,CUB,123473,Yoandri Urgells Cobas,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,123514,Osmani Urrutia Ramrez,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,125653,Manuel Alberto Vega Tamayo,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CUB,125907,Norge Luis Vera Peralta,Baseball Men's Baseball,Baseball,Gold
2004,Summer,CZE,6406,Jaroslav Bba,Athletics Men's High Jump,Athletics,Bronze
2004,Summer,CZE,18011,Libor Capalini,Modern Pentathlon Men's Individual,Modern Pentathlon,Bronze
2004,Summer,CZE,45507,Jakub Hank,Rowing Men's Quadruple Sculls,Rowing,Silver
2004,Summer,CZE,51428,Lenka Hykov-Marukov,"Shooting Women's Sporting Pistol, 25 metres",Shooting,Silver
2004,Summer,CZE,54929,David Jirka,Rowing Men's Quadruple Sculls,Rowing,Silver
2004,Summer,CZE,57482,Tom Karas,Rowing Men's Quadruple Sculls,Rowing,Silver
2004,Summer,CZE,62706,David Kopiva,Rowing Men's Quadruple Sculls,Rowing,Silver
2004,Summer,CZE,65144,Kateina Krkov-Emmons,"Shooting Women's Air Rifle, 10 metres",Shooting,Bronze
2004,Summer,CZE,96390,Vra Pospilov-Cechlov,Athletics Women's Discus Throw,Athletics,Bronze
2004,Summer,CZE,108127,Roman ebrle,Athletics Men's Decathlon,Athletics,Gold
2004,Summer,CZE,112122,Lenka mdov,Sailing Women's One Person Dinghy,Sailing,Silver
2004,Summer,CZE,114946,Ondej tpnek,"Canoeing Men's Canadian Doubles, Slalom",Canoeing,Bronze
2004,Summer,CZE,127162,Jaroslav Volf,"Canoeing Men's Canadian Doubles, Slalom",Canoeing,Bronze
2004,Summer,DEN,3756,Kristine Andersen,Handball Women's Handball,Handball,Gold
2004,Summer,DEN,15954,Karen Brdsgaard,Handball Women's Handball,Handball,Gold
2004,Summer,DEN,25501,Line Daugaard (-Widt Fruensgaard),Handball Women's Handball,Handball,Gold
2004,Summer,DEN,31224,Eskild Balschmidt Ebbesen,Rowing Men's Lightweight Coxless Fours,Rowing,Gold
2004,Summer,DEN,31259,Thomas Ebert,Rowing Men's Lightweight Coxless Fours,Rowing,Gold
2004,Summer,DEN,32932,Jens Dyrlv Eriksen,Badminton Mixed Doubles,Badminton,Bronze
2004,Summer,DEN,37362,Katrine Fruelund,Handball Women's Handball,Handball,Gold
2004,Summer,DEN,50426,Rikke Hrlykke Jrgensen,Handball Women's Handball,Handball,Gold
2004,Summer,DEN,54358,Dorte Oppelstrup Jensen,Sailing Women's Three Person Keelboat,Sailing,Bronze
2004,Summer,DEN,54453,Trine Jensen (-Skovgaard Nielsen),Handball Women's Handball,Handball,Gold
2004,Summer,DEN,54675,Helle Mller Jespersen,Sailing Women's Three Person Keelboat,Sailing,Bronze
2004,Summer,DEN,60594,Wilson Kosgei Kipketer,Athletics Men's 800 metres,Athletics,Bronze
2004,Summer,DEN,60980,Lotte Faldborg Kirskou,Handball Women's Handball,Handball,Gold
2004,Summer,DEN,64086,Hans Thor Juul Kristensen,Rowing Men's Lightweight Coxless Fours,Rowing,Gold
2004,Summer,DEN,70721,Signe Livbjerg,Sailing Women's One Person Dinghy,Sailing,Bronze
2004,Summer,DEN,77077,Michael John Maze,Table Tennis Men's Doubles,Table Tennis,Bronze
2004,Summer,DEN,79676,Henriette Rnde (-Henriette Mller) Mikkelsen,Handball Women's Handball,Handball,Gold
2004,Summer,DEN,82331,Karin rnhj Mortensen,Handball Women's Handball,Handball,Gold
2004,Summer,DEN,82756,Stephan Mlvig,Rowing Men's Lightweight Coxless Fours,Rowing,Gold
2004,Summer,DEN,87259,Louise Bager Bager Nrgaard (-Due),Handball Women's Handball,Handball,Gold
2004,Summer,DEN,88881,Joachim Brchner Olsen,Athletics Men's Shot Put,Athletics,Silver
2004,Summer,DEN,90038,Christina Brregaard Otzen,Sailing Women's Three Person Keelboat,Sailing,Bronze
2004,Summer,DEN,93906,Rikke Petersen Schmidt,Handball Women's Handball,Handball,Gold
2004,Summer,DEN,106924,Mette Schjoldager (-Truedsson),Badminton Mixed Doubles,Badminton,Bronze
2004,Summer,DEN,111769,Rikke Erhardsen Skov,Handball Women's Handball,Handball,Gold
2004,Summer,DEN,119973,Camilla Ingemann Thomsen (-Haar),Handball Women's Handball,Handball,Gold
2004,Summer,DEN,121471,Josephine Maria Touray,Handball Women's Handball,Handball,Gold
2004,Summer,DEN,122537,Finn Peter Tugwell,Table Tennis Men's Doubles,Table Tennis,Bronze
2004,Summer,DEN,126212,Mette Vestergaard Larsen (-Brandt),Handball Women's Handball,Handball,Gold
2004,Summer,DOM,105164,Flix Snchez Marcelo,Athletics Men's 400 metres Hurdles,Athletics,Gold
2004,Summer,EGY,3240,Mohamed Aly Reda,Boxing Men's Super-Heavyweight,Boxing,Silver
2004,Summer,EGY,32149,Mohamed El-Sayed,Boxing Men's Heavyweight,Boxing,Bronze
2004,Summer,EGY,37775,Karam Mohamed Gaber Ibrahim,"Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Gold
2004,Summer,EGY,52582,Ahmed Ismail El Shamy,Boxing Men's Light-Heavyweight,Boxing,Bronze
2004,Summer,EGY,104597,Tamer Salah Ali Abdu Bayoumi,Taekwondo Men's Flyweight,Taekwondo,Bronze
2004,Summer,ERI,117747,Zersenay Tadesse Habtesilase,"Athletics Men's 10,000 metres",Athletics,Bronze
2004,Summer,ESP,6345,Sandra Azn Canalda,Sailing Women's Two Person Dinghy,Sailing,Silver
2004,Summer,ESP,13755,Francisco Javier Bosma Mnguez,Beach Volleyball Men's Beach Volleyball,Beach Volleyball,Silver
2004,Summer,ESP,17348,David Cal Figueroa,"Canoeing Men's Canadian Singles, 500 metres",Canoeing,Silver
2004,Summer,ESP,17348,David Cal Figueroa,"Canoeing Men's Canadian Singles, 1,000 metres",Canoeing,Gold
2004,Summer,ESP,18882,Carlos Castao Panadero,"Cycling Men's Team Pursuit, 4,000 metres",Cycling,Bronze
2004,Summer,ESP,26983,Gervasio Deferr ngel,Gymnastics Men's Horse Vault,Gymnastics,Gold
2004,Summer,ESP,33126,Sergi Escobar Roure,"Cycling Men's Individual Pursuit, 4,000 metres",Cycling,Bronze
2004,Summer,ESP,33126,Sergi Escobar Roure,"Cycling Men's Team Pursuit, 4,000 metres",Cycling,Bronze
2004,Summer,ESP,33142,Jos Antonio Escuredo Raimndez,Cycling Men's Keirin,Cycling,Silver
2004,Summer,ESP,34814,Francisco Javier Fernndez Pelez,Athletics Men's 20 kilometres Walk,Athletics,Silver
2004,Summer,ESP,34887,Xabier Fernndez Gaztaaga,Sailing Mixed Skiff,Sailing,Gold
2004,Summer,ESP,35027,Beatriz Ferrer-Salat Serra de Migui,"Equestrianism Mixed Dressage, Individual",Equestrianism,Bronze
2004,Summer,ESP,35027,Beatriz Ferrer-Salat Serra de Migui,"Equestrianism Mixed Dressage, Team",Equestrianism,Silver
2004,Summer,ESP,47965,Jos Antonio Hermida Ramos,"Cycling Men's Mountainbike, Cross-Country",Cycling,Silver
2004,Summer,ESP,48153,Pablo Herrera Allepuz,Beach Volleyball Men's Beach Volleyball,Beach Volleyball,Silver
2004,Summer,ESP,54849,Juan Antonio Jimnez Cobo,"Equestrianism Mixed Dressage, Team",Equestrianism,Silver
2004,Summer,ESP,70806,Joan Llaneras Rossell,Cycling Men's Points Race,Cycling,Silver
